open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-12-06 14:03:00,38000,38000,38000,38000,0,1701871439999,0,0,0,0,0
2023-12-06 14:04:00,38000,38000,38000,38000,0,1701871499999,0,0,0,0,0
2023-12-06 14:05:00,38000,38000,38000,38000,0,1701871559999,0,0,0,0,0
2023-12-06 14:06:00,38000,38000,38000,38000,0,1701871619999,0,0,0,0,0
2023-12-06 14:07:00,38000,38000,38000,38000,0,1701871679999,0,0,0,0,0
2023-12-06 14:08:00,38000,38000,38000,38000,0,1701871739999,0,0,0,0,0
2023-12-06 14:09:00,38000,38000,38000,38000,0,1701871799999,0,0,0,0,0
2023-12-06 14:10:00,38000,38000,38000,38000,0,1701871859999,0,0,0,0,0
2023-12-06 14:11:00,38000,38000,38000,38000,0,1701871919999,0,0,0,0,0
2023-12-06 14:12:00,38000,38000,38000,38000,0,1701871979999,0,0,0,0,0
2023-12-06 14:13:00,38000,38000,38000,38000,0,1701872039999,0,0,0,0,0
2023-12-06 14:14:00,38000,38000,38000,38000,0,1701872099999,0,0,0,0,0
2023-12-06 14:15:00,38000,38000,38000,38000,0,1701872159999,0,0,0,0,0
2023-12-06 14:16:00,38000,38000,38000,38000,0,1701872219999,0,0,0,0,0
2023-12-06 14:17:00,38000,38000,38000,38000,0,1701872279999,0,0,0,0,0
2023-12-06 14:18:00,38000,38000,38000,38000,0,1701872339999,0,0,0,0,0
2023-12-06 14:19:00,38000,38000,38000,38000,0,1701872399999,0,0,0,0,0
2023-12-06 14:20:00,38000,38000,38000,38000,0,1701872459999,0,0,0,0,0
2023-12-06 14:21:00,38000,38000,38000,38000,0,1701872519999,0,0,0,0,0
2023-12-06 14:22:00,38000,38000,38000,38000,0,1701872579999,0,0,0,0,0
2023-12-06 14:23:00,38000,38000,38000,38000,0,1701872639999,0,0,0,0,0
2023-12-06 14:24:00,38000,38000,38000,38000,0,1701872699999,0,0,0,0,0
2023-12-06 14:25:00,38000,38000,38000,38000,0,1701872759999,0,0,0,0,0
2023-12-06 14:26:00,38000,38000,38000,38000,0,1701872819999,0,0,0,0,0
2023-12-06 14:27:00,38000,38000,38000,38000,0,1701872879999,0,0,0,0,0
2023-12-06 14:28:00,38000,38000,38000,38000,0,1701872939999,0,0,0,0,0
2023-12-06 14:29:00,38000,38000,38000,38000,0,1701872999999,0,0,0,0,0
2023-12-06 14:30:00,38000,38000,38000,38000,0,1701873059999,0,0,0,0,0
2023-12-06 14:31:00,38000,38000,38000,38000,0,1701873119999,0,0,0,0,0
2023-12-06 14:32:00,38000,38000,38000,38000,0,1701873179999,0,0,0,0,0
2023-12-06 14:33:00,38000,38000,38000,38000,0,1701873239999,0,0,0,0,0
2023-12-06 14:34:00,38000,38000,38000,38000,0,1701873299999,0,0,0,0,0
2023-12-06 14:35:00,38000,38000,38000,38000,0,1701873359999,0,0,0,0,0
2023-12-06 14:36:00,38000,38000,38000,38000,0,1701873419999,0,0,0,0,0
2023-12-06 14:37:00,38000,38000,38000,38000,0,1701873479999,0,0,0,0,0
2023-12-06 14:38:00,38000,38000,38000,38000,0,1701873539999,0,0,0,0,0
2023-12-06 14:39:00,38000,38000,38000,38000,0,1701873599999,0,0,0,0,0
2023-12-06 14:40:00,38000,38000,38000,38000,0,1701873659999,0,0,0,0,0
2023-12-06 14:41:00,38000,38000,38000,38000,0,1701873719999,0,0,0,0,0
2023-12-06 14:42:00,38000,38000,38000,38000,0,1701873779999,0,0,0,0,0
2023-12-06 14:43:00,38000,38000,38000,38000,0,1701873839999,0,0,0,0,0
2023-12-06 14:44:00,38000,38000,38000,38000,0,1701873899999,0,0,0,0,0
2023-12-06 14:45:00,38000,38000,38000,38000,0,1701873959999,0,0,0,0,0
2023-12-06 14:46:00,38000,38000,38000,38000,0,1701874019999,0,0,0,0,0
2023-12-06 14:47:00,38000,38000,38000,38000,0,1701874079999,0,0,0,0,0
2023-12-06 14:48:00,38000,38000,38000,38000,0,1701874139999,0,0,0,0,0
2023-12-06 14:49:00,38000,38000,38000,38000,0,1701874199999,0,0,0,0,0
2023-12-06 14:50:00,38000,38000,38000,38000,0,1701874259999,0,0,0,0,0
2023-12-06 14:51:00,38000,38000,38000,38000,0,1701874319999,0,0,0,0,0
2023-12-06 14:52:00,38000,38000,38000,38000,0,1701874379999,0,0,0,0,0
2023-12-06 14:53:00,38000,38000,38000,38000,0,1701874439999,0,0,0,0,0
2023-12-06 14:54:00,38000,38000,38000,38000,0,1701874499999,0,0,0,0,0
2023-12-06 14:55:00,38000,38000,38000,38000,0,1701874559999,0,0,0,0,0
2023-12-06 14:56:00,38000,38000,38000,38000,0,1701874619999,0,0,0,0,0
2023-12-06 14:57:00,38000,38000,38000,38000,0,1701874679999,0,0,0,0,0
2023-12-06 14:58:00,38000,38000,38000,38000,0,1701874739999,0,0,0,0,0
2023-12-06 14:59:00,38000,38000,38000,38000,0,1701874799999,0,0,0,0,0
2023-12-06 15:00:00,38000,38000,38000,38000,0,1701874859999,0,0,0,0,0
2023-12-06 15:01:00,38000,38000,38000,38000,0,1701874919999,0,0,0,0,0
2023-12-06 15:02:00,38000,38000,38000,38000,0,1701874979999,0,0,0,0,0
2023-12-06 15:03:00,38000,38000,38000,38000,0,1701875039999,0,0,0,0,0
2023-12-06 15:04:00,38000,38000,38000,38000,0,1701875099999,0,0,0,0,0
